code;label-es_ES;label-nl_NL;label-nl_BE;label-nb_NO;label-it_IT;label-fr_FR;label-fi_FI;label-en_US;label-sv_SE;label-en_IE;label-en_GB;label-de_DE;label-de_CH;label-de_AT;label-da_DK;label-cs_CZ;label-pl_PL;attribute;sort_order
xxx_large;XXX-L;XXX-Large;XXX-Large;XXX-Large;XXX-Large;XXX-Large;XXX-Large;;XXX-Large;XXX-Large;XXX-Large;"Gr. 3XL";"Gr. 3XL";"Gr. 3XL";XXX-Large;"3XL Nadmerná velikost";XXX-Large;sizeunisex;26
xxxx_large;XXXX-L;XXXX-Large;XXXX-Large;XXXX-Large;XXXX-Large;XXXX-Large;XXXX-Large;;XXXX-Large;XXXX-Large;XXXX-Large;"Gr. 4XL";"Gr. 4XL";"Gr. 4XL";XXXX-Large;"4XL Nadmerná velikost";XXXX-Large;sizeunisex;27
xxxx_large_xxxxxx_large;XXXX-L/XXXXXX-L;XXXX-Large/XXXXXX-Large;XXXX-Large/XXXXXX-Large;XXXX-Large/XXXXXX-Large;XXXX-Large/XXXXXX-Large;XXXX-Large/XXXXXX-Large;XXXX-Large/XXXXXX-Large;;4XL/6XL;XXXX-Large/XXXXXX-Large;XXXX-Large/XXXXXX-Large;4XL/6XL;;4XL/6XL;XXXX-Large/XXXXXX-Large;"4XL/6XL Nadmerná velikost";XXXX-Large/XXXXXX-Large;sizeunisex;28
xxxxx_large;XXXXX-L;XXXXX-Large;XXXXX-Large;XXXXX-Large;XXXXX-Large;XXXXX-Large;XXXXX-Large;;XXXXX-Large;XXXXX-Large;XXXXX-Large;"Gr. 5XL";"Gr. 5XL";"Gr. 5XL";XXXXX-Large;"5XL Nadmerná velikost";XXXXX-Large;sizeunisex;29
xxxxxx_large;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;"Gr. 6XL";;"Gr. 6XL";XXXXXX-Large;"6XL Nadmerná velikost";XXXXXX-Large;sizeunisex;30
7xlarge;7XLarge;7XLarge;7XLarge;7XLarge;7XLarge;7XLarge;7XLarge;;7XLarge;7XLarge;7XLarge;"Gr. 7XL";;"Gr. 7XL";7XLarge;"7XL Nadmerná velikost";7XLarge;sizeunisex;31
8xlarge;8XLarge;8XLarge;8XLarge;8XLarge;8XLarge;8XLarge;8XLarge;;8XLarge;8XLarge;8XLarge;"Gr. 8XL";;"Gr. 8XL";8XLarge;"8XL Nadmerná velikost";8XLarge;sizeunisex;32
9xlarge;9XLarge;9XLarge;9XLarge;9XLarge;9XLarge;9XLarge;9XLarge;;9XLarge;9XLarge;9XLarge;"Gr. 9XL";;"Gr. 9XL";9XLarge;"9XL Nadmerná velikost";9XLarge;sizeunisex;33
10xlarge;10XLarge;10XLarge;10XLarge;10XLarge;10XLarge;10XLarge;10XLarge;;10XLarge;10XLarge;10XLarge;"Gr. 10XL";;"Gr. 10XL";10XLarge;"10XL Nadmerná velikost";10XLarge;sizeunisex;34
11xlarge;11XLarge;11XLarge;11XLarge;11XLarge;11XLarge;11XLarge;11XLarge;;11XLarge;11XLarge;11XLarge;"Gr. 11XL";;"Gr. 11XL";11XLarge;"11XL Nadmerná velikost";11XLarge;sizeunisex;35
12xlarge;12XLarge;12XLarge;12XLarge;12XLarge;12XLarge;12XLarge;12XLarge;;12XLarge;12XLarge;12XLarge;"Gr. 12XL";;"Gr. 12XL";12XLarge;"12XL Nadmerná velikost";12XLarge;sizeunisex;36
13xlarge;13XLarge;13XLarge;13XLarge;13XLarge;13XLarge;13XLarge;13XLarge;;13XLarge;13XLarge;13XLarge;"Gr. 13XL";;"Gr. 13XL";13XLarge;"13XL Nadmerná velikost";13XLarge;sizeunisex;37
kort;Kort;Kort;Kort;Kort;Kort;Kort;Kort;;Kort;;Kort;Kort;Kort;Kort;Kort;"Krátký model";Kort;sizeunisex;38
long;Lång;Lång;Lång;Lång;Lång;Lång;Lång;;Lång;;Long;Lång;;Lång;Lång;"Dlouhý model";Lång;sizeunisex;39
one_size;"Talla Única";"One Size";"One Size";"One Size";"Taglia Unica";"One Size";"One Size";;"One Size";"One Size";"One Size";Einheitsgröße;Einheitsgröße;Einheitsgröße;"One Size";"Univerzální velikost";"One Size";sizeunisex;40
xxxx_small;XXXX-S;XXXX-Small;XXXX-Small;XXXX-Small;XXXX-Small;XXXX-Small;XXXX-Small;;XXXX-Small;XXXX-Small;XXXX-Small;4XS;4XS;4XS;XXXX-Small;"4XS Mini velikost";XXXX-Small;sizewoman;0
xxx_small;XXX-S;XXX-Small;XXX-Small;XXX-Small;XXX-Small;XXX-Small;XXX-Small;;XXX-Small;XXX-Small;XXX-Small;3XS;3XS;3XS;XXX-Small;"3XS Mini velikost";XXX-Small;sizewoman;1
xx_small;XX-S;XX-Small;XX-Small;XX-Small;XX-Small;XX-Small;XX-Small;;XX-Small;XX-Small;XX-Small;XXS;XXS;XXS;XX-Small;XXS;XX-Small;sizewoman;2
xx_small_long_sleeved;"XX-Small-Brazo Largo";"XX-Small - Lange mouwen";"XX-Small - Lange mouwen";"XX-Small-Lång Ärm";"XX-Small-Braccio lungo";"XX-Small-Manche longue";"XX-Small-Lång Ärm";;"XX-Small-Lång Ärm";"XX-Small - Long-Sleeved";"XX-Small - Long-Sleeved";"XX-Small - Langarm";"XX-Small - Langarm";"XX-Small - Langarm";"XX-small-Langt Ã¦rme";"XX-Small-Lång Ärm";"XX-Small-dÅ‚ugi rÄ™kaw";sizewoman;3
xx_small_small;XX-S/S;XX-Small/Small;XX-Small/Small;XX-Small/Small;XX-Small/Small;XX-Small/Small;XX-Small/Small;;XX-Small/Small;XX-Small/Small;XX-Small/Small;XXS/S;XXS/S;XXS/S;XX-Small/Small;XXS/S;XX-Small/Small;sizewoman;4
x_small;X-S;X-Small;X-Small;X-Small;X-Small;X-Small;X-Small;;X-Small;X-Small;X-Small;XS/S;XS/S;XS/S;X-Small;XS;X-Small;sizewoman;5
x_small_kort_ben;"X-Small-Kort Ben";"X-Small-Kort Ben";"X-Small-Kort Ben";"X-Small-Kort Ben";"X-Small-Kort Ben";"X-Small-Kort Ben";"X-Small-Kort Ben";;"X-Small-Kort Ben";;"X-Small-Kort Ben";"X-Small-Kort Ben";"X-Small-Kort Ben";"X-Small-Kort Ben";"X-Small-Kort Ben";"XS-Krátké nohavice";"X-Small-Kort Ben";sizewoman;6
x_small_long_legs;"X-Small-Långa Ben";"X-Small-Långa Ben";"X-Small-Långa Ben";"X-Small-Långa Ben";"X-Small-Långa Ben";"X-Small-Långa Ben";"X-Small-Långa Ben";;X-Small-Långa;;"X-Small-Long Legs";"X-Small-Långa Ben";;"X-Small-Långa Ben";"X-Small-Långa Ben";"XS-Krátké nohavice";"X-Small-Långa Ben";sizewoman;7
x_small_long_sleeved;"X-Small-Manga Larga";"X-Small - Lange mouwen";"X-Small - Lange mouwen";"X-Small-Lång Ärm";"X-Small-Braccio lungo";"X-Small- Manche longue";"X-Small-Lång Ärm";;"X-Small-Lång Ärm";"X-Small - Long-Sleeved";"X-Small - Long-Sleeved";"X-Small - Langarm";"X-Small - Langarm";"X-Small - Langarm";"X-Small-Langt Ã¦rme";"X-Small-Lång Ärm";"X-Small-dÅ‚ugi rÄ™kaw";sizewoman;8
x_small_small;X-S/S;X-Small/Small;X-Small/Small;X-Small/Small;X-Small/Small;X-Small/Small;X-Small/Small;;X-Small/Small;X-Small/Small;X-Small/Small;XS/S;XS/S;XS/S;X-Small/Small;XS/S;X-Small/Small;sizewoman;9
small;S;Small;Small;Small;Small;Small;Small;;Small;Small;Small;S;S;S;Small;S;Small;sizewoman;10
small_kort_ben;"Small-Kort ben";"Small-Kort ben";"Small-Kort ben";"Small-Kort ben";"Small-Kort ben";"Small-Kort ben";"Small-Kort ben";;"Small-Kort ben";;"Small-Kort ben";"Small-Kort ben";"Small-Kort ben";"Small-Kort ben";"Small-Kort ben";"S- Krátké nohavice";"Small-Kort ben";sizewoman;11
small_long_legs;"Small - Långa Ben";"Small - Långa Ben";"Small - Långa Ben";"Small - Långa Ben";"Small - Långa Ben";"Small - Långa Ben";"Small - Långa Ben";;"Small - Långa Ben";;"Small - Long Legs";"Small - Långa Ben";;"Small - Långa Ben";"Small - Långa Ben";"S - Dlouhé nohavice";"Small - Långa Ben";sizewoman;12
small_long_arms;"Small-Manga Larga";"Small - Lange mouwen";"Small - Lange mouwen";"Small-Lång Ärm";"Small-Braccio lungo";"Small- Manche longue";"Small-Lång Ärm";;"Small-Lång Ärm";"Small - Long Arms";"Small - Long Arms";"Small - Langarm";"Small - Langarm";"Small - Langarm";"Small-Langt Ã¦rme";"Small-Lång Ärm";"Small-dÅ‚ugi rÄ™kaw";sizewoman;13
small_medium;S/M;Small/Medium;Small/Medium;Small/Medium;Small/Medium;Small/Medium;Small/Medium;;Small/Medium;Small/Medium;Small/Medium;S/M;S/M;S/M;Small/Medium;S/M;Small/Medium;sizewoman;14
small_large;S/L;Small/Large;Small/Large;Small/Large;Small/Large;Small/Large;Small/Large;;Small/Large;Small/Large;Small/Large;S/L;S/L;S/L;Small/Large;S/L;Small/Large;sizewoman;15
medium;M;Medium;Medium;Medium;Medium;Medium;Medium;;Medium;Medium;Medium;M;M;M;Medium;M;Medium;sizewoman;16
m_short_legs;"M-Short Legs";"M-Short Legs";"M-Short Legs";"M-Short Legs";"M-Short Legs";"M-Short Legs";"M-Short Legs";;"Medium-Kort Ben";;"M-Short Legs";"M-Short Legs";;"M-Short Legs";"M-Short Legs";"M - Krátké nohavice";"M-Short Legs";sizewoman;17
medium_long_legs;"Medium-Långa Ben";"Medium-Långa Ben";"Medium-Långa Ben";"Medium-Långa Ben";"Medium-Långa Ben";"Medium-Långa Ben";"Medium-Långa Ben";;Medium-Långa;;"Medium-Long Legs";"Medium-Långa Ben";;"Medium-Långa Ben";"Medium-Långa Ben";"M - Dlouhé nohavice";"Medium-Långa Ben";sizewoman;18
medium_long_sleeve;"Medium-Manga Larga";"Medium - Lange mouwen";"Medium - Lange mouwen";"Medium-Lång Ärm";"Medium-Braccio lungo";"Medium - Manche longue";"Medium-Lång Ärm";;"Medium-Lång Ärm";;"Medium-Long Sleeve";"Medium - Langarm";;"Medium - Langarm";"Medium-Langt Ã¦rme";"Medium-Lång Ärm";"Medium-dÅ‚ugi rÄ™kaw";sizewoman;19
medium_large;M/L;Medium/Large;Medium/Large;Medium/Large;Medium/Large;Medium/Large;Medium/Large;;Medium/Large;Medium/Large;Medium/Large;M/L;M/L;M/L;Medium/Large;M/L;Medium/Large;sizewoman;20
medium_xx_large;M/XX-L;Medium/XX-Large;Medium/XX-Large;Medium/XX-Large;Medium/XX-Large;Medium/XX-Large;Medium/XX-Large;;Medium/XX-Large;Medium/XX-Large;Medium/XX-Large;M/XXL;M/XXL;M/XXL;Medium/XX-Large;M/XXL;Medium/XX-Large;sizewoman;21
large;L;Large;Large;Large;Large;Large;Large;;Large;Large;Large;L;L;L;Large;L;Large;sizewoman;22
l_short_legs;"L-Short Legs";"L-Short Legs";"L-Short Legs";"L-Short Legs";"L-Short Legs";"L-Short Legs";"L-Short Legs";;"Large-Kort Ben";;"L-Short Legs";"L-Short Legs";;"L-Short Legs";"L-Short Legs";"L - Krátké nohavice";"L-Short Legs";sizewoman;23
large_long_legs;"Large-Långa Ben";"Large-Långa Ben";"Large-Långa Ben";"Large-Långa Ben";"Large-Långa Ben";"Large-Långa Ben";"Large-Långa Ben";;"Large-Långa Ben";;"Large-Long Legs";"Large-Långa Ben";;"Large-Långa Ben";"Large-Långa Ben";"L - Dlouhé nohavice";"Large-Långa Ben";sizewoman;24
large_long_arms;"Large-Manga Larga";"Large - Lange mouwen";"Large - Lange mouwen";"Large-Lång Ärm";"Large-Braccio lungo";"Large - Manche longue";"Large-Lång Ärm";;"Large-Lång Ärm";"Large - Long Arms";"Large - Long Arms";"Large - Langarm";"Large - Langarm";"Large - Langarm";"Large-Langt Ã¦rme";"Large-Lång Ärm";"Large-dÅ‚ugi rÄ™kaw";sizewoman;25
large_x_large;L/X-L;Large/X-Large;Large/X-Large;Large/X-Large;Large/X-Large;Large/X-Large;Large/X-Large;;Large/X-Large;Large/X-Large;Large/X-Large;L/XL;L/XL;L/XL;Large/X-Large;L/XL;Large/X-Large;sizewoman;26
large_xx_large;L/XX-L;Large/XX-Large;Large/XX-Large;Large/XX-Large;Large/XX-Large;Large/XX-Large;Large/XX-Large;;Large/XX-Large;Large/XX-Large;Large/XX-Large;L/XXL;L/XXL;L/XXL;Large/XX-Large;L/XXL;Large/XX-Large;sizewoman;27
x_large;X-L;X-Large;X-Large;X-Large;X-Large;X-Large;X-Large;;X-Large;X-Large;X-Large;"XL ";"XL ";"XL ";X-Large;XL;X-Large;sizewoman;28
xl_short_legs;"XL-Short Legs";"XL-Short Legs";"XL-Short Legs";"XL-Short Legs";"XL-Short Legs";"XL-Short Legs";"XL-Short Legs";;"X-Large-Kort Ben";;"XL-Short Legs";"XL-Short Legs";;"XL-Short Legs";"XL-Short Legs";"XL - Krátké nohavice";"XL-Short Legs";sizewoman;29
x_large_long_legs;"X-Large - Långa Ben";"X-Large - Långa Ben";"X-Large - Långa Ben";"X-Large - Långa Ben";"X-Large - Långa Ben";"X-Large - Långa Ben";"X-Large - Långa Ben";;"X-Large - Långa";;"X-Large - Long Legs";"X-Large - Långa Ben";;"X-Large - Långa Ben";"X-Large - Långa Ben";"XL - Dlouhé nohavice";"X-Large - Långa Ben";sizewoman;30
x_large_long_arms;"X-Large-Manga Larga";"X-Large- Lange mouwen";"X-Large- Lange mouwen";"X-Large-Lang Arm";"X-Large-Braccio lungo";"X-Large- Manche longue";"X-Large-PitkÃ¤ Hiha";;"X-Large-Lång Ärm";"X-Large - Long Arms";"X-Large - Long Arms";"X-Large - Langarm";"X-Large - Langarm";"X-Large - Langarm";"X-Large-Langt Ã¦rme";"X-Large-Lång Ärm";"X-Large-dÅ‚ugi rÄ™kaw";sizewoman;31
x_large_xx_large;X-L/XX-L;X-Large/XX-Large;X-Large/XX-Large;X-Large/XX-Large;X-Large/XX-Large;X-Large/XX-Large;X-Large/XX-Large;;X-Large/XX-Large;X-Large/XX-Large;X-Large/XX-Large;XL/XXL;XL/XXL;XL/XXL;X-Large/XX-Large;XL/XXL;X-Large/XX-Large;sizewoman;32
xx_large;XX-L;XX-Large;XX-Large;XX-Large;XX-Large;XX-Large;XX-Large;;XX-Large;XX-Large;XX-Large;XXL;XXL;XXL;XX-Large;XXL;XX-Large;sizewoman;33
xxl_short_legs;"XXL-Short Legs";"XXL-Short Legs";"XXL-Short Legs";"XXL-Short Legs";"XXL-Short Legs";"XXL-Short Legs";"XXL-Short Legs";;"XXL-Korta Ben";;"XXL-Short Legs";"XXL-Short Legs";;"XXL-Short Legs";"XXL-Short Legs";"XXL-Krátké nohavice";"XXL-Short Legs";sizewoman;34
xx_large_xxx_large;XX-L/XXX-L;XX-Large/XXX-Large;XX-Large/XXX-Large;XX-Large/XXX-Large;XX-Large/XXX-Large;XX-Large/XXX-Large;XX-Large/XXX-Large;;XX-Large/XXX-Large;XX-Large/XXX-Large;XX-Large/XXX-Large;XXL/3XL;XXL/3XL;XXL/3XL;XX-Large/XXX-Large;XXL/3XL;XX-Large/XXX-Large;sizewoman;35
xx_large_xxxx_large;XX-L/XXXX-L;XX-Large/XXXX-Large;XX-Large/XXXX-Large;XX-Large/XXXX-Large;XX-Large/XXXX-Large;XX-Large/XXXX-Large;XX-Large/XXXX-Large;;XX-Large/XXXX-Large;XX-Large/XXXX-Large;XX-Large/XXXX-Large;XXL/4XL;XXL/4XL;XXL/4XL;XX-Large/XXXX-Large;XXL/4XL;XX-Large/XXXX-Large;sizewoman;36
xxx_large;XXX-L;XXX-Large;XXX-Large;XXX-Large;XXX-Large;XXX-Large;XXX-Large;;XXX-Large;XXX-Large;XXX-Large;3XL;3XL;3XL;XXX-Large;"3XL Nadmerná velikost";XXX-Large;sizewoman;37
3xl_korta_ben;"3XL-Korta Ben";"3XL-Korta Ben";"3XL-Korta Ben";"3XL-Korta Ben";"3XL-Korta Ben";"3XL-Korta Ben";"3XL-Korta Ben";;"3XL-Korta Ben";;"3XL-Korta Ben";"3XL-Korta Ben";"3XL-Korta Ben";"3XL-Korta Ben";"3XL-Korta Ben";"3XL-Krátké nohavice";"3XL-Korta Ben";sizewoman;38
xxxx_large;XXXX-L;XXXX-Large;XXXX-Large;XXXX-Large;XXXX-Large;XXXX-Large;XXXX-Large;;XXXX-Large;XXXX-Large;XXXX-Large;4XL;4XL;4XL;XXXX-Large;"4XL Nadmerná velikost";XXXX-Large;sizewoman;39
4xl;"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";;4XL;;"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";4XL;"4XL-Korta Ben";sizewoman;40
4xl_korta_ben;"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";;"4XL-Korta Ben";;"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Krátké nohavice";"4XL-Korta Ben";sizewoman;41
xxxxx_large;XXXXX-L;XXXXX-Large;XXXXX-Large;XXXXX-Large;XXXXX-Large;XXXXX-Large;XXXXX-Large;;XXXXX-Large;XXXXX-Large;XXXXX-Large;5XL;5XL;5XL;XXXXX-Large;"5XL Nadmerná velikost";XXXXX-Large;sizewoman;42
5xl_korta_ben;"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";;"5XL-Korta Ben";;"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"4XL-Korta Ben";"5XL-Krátké nohavice";"4XL-Korta Ben";sizewoman;43
xxxxxx_large;XXXXXX-L;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;;XXXXXX-Large;XXXXXX-Large;XXXXXX-Large;6XL;6XL;6XL;XXXXXX-Large;"6XL Nadmerná velikost";XXXXXX-Large;sizewoman;44
xxxxxxx_large;XXXXXXX-L;XXXXXXX-Large;XXXXXXX-Large;XXXXXXX-Large;XXXXXXX-Large;XXXXXXX-Large;XXXXXXX-Large;;XXXXXXX-Large;XXXXXXX-Large;XXXXXXX-Large;7XL;7XL;7XL;XXXXXXX-Large;"7XL Nadmerná velikost";XXXXXXX-Large;sizewoman;45
xxxxxxxx_large;XXXXXXXX-L;XXXXXXXX-Large;XXXXXXXX-Large;XXXXXXXX-Large;XXXXXXXX-Large;XXXXXXXX-Large;XXXXXXXX-Large;;XXXXXXXX-Large;XXXXXXXX-Large;XXXXXXXX-Large;8XL;8XL;8XL;XXXXXXXX-Large;"8XL Nadmerná velikost";XXXXXXXX-Large;sizewoman;46
xxxxxxxxx_large;XXXXXXXXX-L;XXXXXXXXX-Large;XXXXXXXXX-Large;XXXXXXXXX-Large;XXXXXXXXX-Large;XXXXXXXXX-Large;XXXXXXXXX-Large;;XXXXXXXXX-Large;XXXXXXXXX-Large;XXXXXXXXX-Large;9XL;9XL;9XL;XXXXXXXXX-Large;"9XL Nadmerná velikost";XXXXXXXXX-Large;sizewoman;47
xxxxxxxxxx_large;XXXXXXXXXX-L;XXXXXXXXXX-Large;XXXXXXXXXX-Large;XXXXXXXXXX-Large;XXXXXXXXXX-Large;XXXXXXXXXX-Large;XXXXXXXXXX-Large;;XXXXXXXXXX-Large;XXXXXXXXXX-Large;XXXXXXXXXX-Large;10XL;10XL;10XL;XXXXXXXXXX-Large;"10XL Nadmerná velikost";XXXXXXXXXX-Large;sizewoman;48
xxxxxxxxxxx_large;XXXXXXXXXXX-L;XXXXXXXXXXX-Large;XXXXXXXXXXX-Large;XXXXXXXXXXX-Large;XXXXXXXXXXX-Large;XXXXXXXXXXX-Large;XXXXXXXXXXX-Large;;XXXXXXXXXXX-Large;XXXXXXXXXXX-Large;XXXXXXXXXXX-Large;11XL;11XL;11XL;XXXXXXXXXXX-Large;"11XL Nadmerná velikost";XXXXXXXXXXX-Large;sizewoman;49
xxxxxxxxxxxxx_large;XXXXXXXXXXXXX-L;XXXXXXXXXXXXX-Large;XXXXXXXXXXXXX-Large;XXXXXXXXXXXXX-Large;XXXXXXXXXXXXX-Large;XXXXXXXXXXXXX-Large;XXXXXXXXXXXXX-Large;;XXXXXXXXXXXXX-Large;XXXXXXXXXXXXX-Large;XXXXXXXXXXXXX-Large;13XL;13XL;13XL;XXXXXXXXXXXXX-Large;"13XL Nadmerná velikost";XXXXXXXXXXXXX-Large;sizewoman;50
xxxxxxxxxxxx_large;XXXXXXXXXXXX-L;XXXXXXXXXXXX-Large;XXXXXXXXXXXX-Large;XXXXXXXXXXXX-Large;XXXXXXXXXXXX-Large;XXXXXXXXXXXX-Large;XXXXXXXXXXXX-Large;;XXXXXXXXXXXX-Large;XXXXXXXXXXXX-Large;XXXXXXXXXXXX-Large;12XL;12XL;12XL;XXXXXXXXXXXX-Large;"12XL Nadmerná velikost";XXXXXXXXXXXX-Large;sizewoman;51
one_size;"Talla Única";"One Size";"One Size";"One Size";"Taglia Unica";"One Size";"One Size";;"One Size";"One Size";"One Size";Einheitsgröße;Einheitsgröße;Einheitsgröße;"One Size";"Univerzální velikost";"One Size";sizewoman;52
xxxx_small_30;XXXX-S-30;XXXX-Small-30;XXXX-Small-30;XXXX-Small-30;XXXX-Small-30;XXXX-Small-30;XXXX-Small-30;;XXXX-Small-30;XXXX-Small-30;XXXX-Small-30;"4XS (30)";"4XS (30)";"4XS (30)";XXXX-Small-30;"4XS Mini velikost-30";XXXX-Small-30;sizewomancl;0
xxx_small_32;XXX-S-32;XXX-Small-32;XXX-Small-32;XXX-Small-32;XXX-Small-32;XXX-Small-32;XXX-Small-32;;XXX-Small-32;XXX-Small-32;XXX-Small-32;"3XS (32)";"3XS (32)";"3XS (32)";XXX-Small-32;"3XS Mini velikost-32";XXX-Small-32;sizewomancl;1
xxx_small_36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;XXX-Small-36;sizewomancl;2
xx_small_34;XX-S-34;XX-Small-34;XX-Small-34;XX-Small-34;XX-Small-34;XX-Small-34;XX-Small-34;;XX-Small-34;XX-Small-34;XX-Small-34;"XXS (34)";"XXS (34)";"XXS (34)";XX-Small-34;XXS-34;XX-Small-34;sizewomancl;3
xx_small_38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;XX-Small-38;sizewomancl;4
x_small_36;X-S-36;X-Small-36;X-Small-36;X-Small-36;X-Small-36;X-Small-36;X-Small-36;;X-Small-36;X-Small-36;X-Small-36;"XS (36)";"XS (36)";"XS (36)";X-Small-36;XS-36;X-Small-36;sizewomancl;5
x_small_40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;X-Small-40;sizewomancl;6
small_38;S-38;Small-38;Small-38;Small-38;Small-38;Small-38;Small-38;;Small-38;Small-38;Small-38;"S (38)";"S (38)";"S (38)";Small-38;S-38;Small-38;sizewomancl;7
small_40_42_short;"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";"Small-40/42 Short";sizewomancl;8
small_40_42_tall;"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";"Small-40/42 Tall";sizewomancl;9
small_42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;Small-42;sizewomancl;10
medium_40;M-40;Medium-40;Medium-40;Medium-40;Medium-40;Medium-40;Medium-40;;Medium-40;Medium-40;Medium-40;"M (40)";"M (40)";"M (40)";Medium-40;M-40;Medium-40;sizewomancl;11
medium_44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;Medium-44;sizewomancl;12
medium_44_short;"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";"Medium-44 Short";sizewomancl;13
medium_44_tall;"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";"Medium-44 Tall";sizewomancl;14
medium_46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;Medium-46;sizewomancl;15
large_42;L-42;Large-42;Large-42;Large-42;Large-42;Large-42;Large-42;;Large-42;Large-42;Large-42;"L (42)";"L (42)";"L (42)";Large-42;L-42;Large-42;sizewomancl;16
large_46_48_short;"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";"Large-46/48 Short";sizewomancl;17
large_46_48_tall;"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";"Large-46/48 Tall";sizewomancl;18
large_48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;Large-48;sizewomancl;19
